Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ANAFRANIL SR 75MG 20TAB,20.00,$16.49,$22.60,$26.44,2017
ANAGRID 0.5MG 60CAPS,60.00,$979.18,"$1,150.54","$1,346.13",2017
ANASTROZOLE 1MG 30TAB,30.00,$130.19,$162.74,$190.40,2017
ANASTROZOLE INOVAMED 1MG 30TAB,30.00,$130.19,$162.74,$190.40,2017
ANDROCUR 10MG 15TAB,15.00,$18.31,$25.08,$29.34,2017
ANDROCUR 50MG 50TAB,50.00,$105.55,$131.94,$154.37,2017
ANDROGEL 50MG 30SACHX5G,30.00,$170.89,$213.61,$249.93,2017
ANDROXON 40MG 30CAP,30.00,$32.68,$44.77,$52.38,2017
ANGELIQ 1X28TAB,28.00,$61.12,$82.20,$96.18,2017
ANORO ELLIPTA 55/22 MCG 30 DOSES,30.00,$200.75,$235.88,$275.98,2017
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15.00,$127.24,$159.05,$186.08,2017
APIDRA VIAL 1X10ML,10.00,$74.29,$99.91,$116.90,2017
APO GO PEN 10MG/ML 5X3ML,5.00,$472.20,$554.84,$649.16,2017
APO-GO 10MG/ML 5AMPX2ML,5.00,$211.60,$248.63,$290.90,2017
AQUIMOD CREAM 5 % 12SACHET (0.25G),12.00,$191.34,$239.17,$279.83,2017
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4.00,"$2,958.64","$3,402.44","$3,980.85",2017
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1.00,$680.96,$800.13,$936.15,2017
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4.00,"$4,305.00","$4,950.75","$5,792.38",2017
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1.00,"$1,102.86","$1,295.86","$1,516.16",2017
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4.00,$597.48,$702.03,$821.38,2017
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1.00,"$2,160.12","$2,484.14","$2,906.44",2017
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4.00,$903.46,"$1,061.56","$1,242.03",2017
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4.00,"$1,183.47","$1,390.58","$1,626.97",2017
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1.00,$276.62,$325.03,$380.28,2017
ARANESP 500MCG PREFILLED PEN 1X1ML,1.00,"$3,575.19","$4,111.47","$4,810.42",2017
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4.00,"$1,498.56","$1,760.81","$2,060.15",2017
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4.00,"$1,796.49","$2,065.96","$2,417.17",2017
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1.00,$413.16,$485.46,$567.99,2017
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4.00,"$2,392.01","$2,750.81","$3,218.45",2017
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1.00,$547.14,$642.89,$752.18,2017
ARAVA 10MG 30TAB,30.00,$127.97,$159.96,$187.16,2017
ARAVA 20MG 30TAB,30.00,$139.38,$174.23,$203.84,2017
ARCOXIA 120MG 7TAB,7.00,$30.23,$41.41,$48.45,2017
ARCOXIA 30MG 28TAB,28.00,$62.47,$84.02,$98.30,2017
ARCOXIA 60 MG  14 TABLETS,14.00,$39.12,$52.61,$61.55,2017
ARCOXIA 60MG 10TAB,10.00,$27.94,$38.28,$44.79,2017
ARCOXIA 90 MG 14TAB,14.00,$42.37,$56.99,$66.67,2017
ARCOXIA 90MG 10TAB,10.00,$30.26,$41.46,$48.51,2017
AREDIA VIAL 90MG PWDR 10ML SOLV,1.00,$413.62,$486.01,$568.63,2017
AREDIA VIALS 2X30MG + 2x10ML SOLV,2.00,$325.41,$382.36,$447.36,2017
ARICEPT 10MG 28TAB,28.00,$94.58,$118.23,$138.33,2017
ARICEPT 5MG 28TAB,28.00,$75.66,$101.76,$119.06,2017
ARIMIDEX 1MG 28TAB,28.00,$121.51,$151.89,$177.71,2017
ARIPLY 10MG 28TAB,28.00,$182.90,$228.62,$267.49,2017
ARIPLY 15MG 28TAB,28.00,$199.87,$234.84,$274.77,2017
ARIPLY 30MG 28TAB,28.00,$200.89,$236.04,$276.17,2017
ARIPLY 5MG 28TAB,28.00,$181.62,$227.03,$265.62,2017
ARIXTRA 10MG/0.8ML 10 PREFIL SYR,10.00,$478.63,$562.39,$658.00,2017
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10.00,$231.22,$271.68,$317.87,2017
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10.00,$610.11,$716.87,$838.74,2017
ARMONIA 0.5MG 30 CAPS,30.00,$106.40,$133.00,$155.61,2017
AROMASIN 25MG 30TAB,30.00,$224.56,$263.85,$308.71,2017
ARTHROTEC 50 20TAB,20.00,$18.48,$25.31,$29.62,2017
ARTHROTEC 75 20TAB,20.00,$23.42,$32.08,$37.53,2017
ARZERRA 1000MG/50ML 1X50ML VIAL,1.00,"$9,121.91","$10,490.20","$12,273.53",2017
ARZERRA 100MG/5ML 3X5ML VIALS,3.00,"$2,758.75","$3,172.57","$3,711.90",2017
ASACOL 400MG 100TAB,100.00,$98.34,$122.93,$143.82,2017
ASACOL 800MG 60TAB,60.00,$138.46,$173.07,$202.49,2017
ASENTA 10MG 28TAB,28.00,$94.58,$118.23,$138.33,2017
ASENTA 5MG 28TAB,28.00,$75.66,$101.76,$119.06,2017
ASSIVAL 10MG 30TAB,30.00,$9.90,$13.56,$15.86,2017
ASSIVAL 10MG/2ML 5AMP,5.00,$9.97,$13.66,$15.99,2017
ASSIVAL 2MG 30TAB,30.00,$5.84,$8.00,$9.36,2017
ASSIVAL 5MG 30TAB,30.00,$9.30,$12.74,$14.91,2017
ATACAND 16MG 28TAB,28.00,$21.66,$29.68,$34.72,2017
ATACAND 8MG 28TAB,28.00,$15.87,$21.74,$25.43,2017
ATACAND PLUS 28TAB,28.00,$22.71,$31.12,$36.41,2017
ATORVASTATIN TEVA 80MG 30TAB,30.00,$44.08,$59.28,$69.36,2017
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG),1.00,$89.94,$120.97,$141.53,2017
ATOSIBAN 7.5MG/ML 5ML (37.5MG),5.00,$310.96,$365.38,$427.50,2017
ATOSIBAN 7.5MG/ML VIAL1X5ML,1.00,$62.19,$83.65,$97.87,2017
ATOZET10 MG/10 MG 30 TAB,30.00,$164.68,$205.85,$240.84,2017
ATOZET10 MG/20 MG 30 TAB,30.00,$174.09,$217.62,$254.61,2017
ATOZET10 MG/40 MG 30TAB,30.00,$175.92,$219.90,$257.28,2017
ATOZET10 MG/80 MG 30 TAB,30.00,$192.17,$240.21,$281.04,2017
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6.00,"$7,659.10","$8,807.97","$10,305.32",2017
ATRIPLA 30TAB,30.00,"$2,911.62","$3,348.36","$3,917.58",2017
ATROSPAN DRPS 1%10CC,10.00,$18.80,$25.76,$30.13,2017
ATROVENT INHALER 20MCG 200DOSES,200.00,$20.54,$28.14,$32.92,2017
ATZIRUT X  5MG 30TAB,30.00,$17.79,$24.38,$28.52,2017
AUBAGIO 14MG 28TAB,28.00,"$4,123.55","$4,742.09","$5,548.24",2017
AUGMENTIN 1.2G 10VIALS,10.00,$103.46,$129.32,$151.31,2017
AUGMENTIN 125MG 100ML,100.00,$9.27,$12.70,$14.86,2017
AUGMENTIN 250MG 100ML,100.00,$12.81,$17.55,$20.53,2017
AUGMENTIN 250MG 20TAB,20.00,$16.77,$22.98,$26.89,2017
AUGMENTIN 400MG SUSP 35ML,35.00,$8.90,$12.19,$14.27,2017
AUGMENTIN 400MG SUSP 70ML,70.00,$15.30,$20.95,$24.52,2017
AUGMENTIN 500MG 10VIALS,10.00,$54.65,$73.50,$86.00,2017
AUGMENTIN 500MG 20TAB,20.00,$19.98,$27.38,$32.03,2017
"AUGMENTIN B.I.D ""875""MG 14TAB",14.00,$23.40,$32.06,$37.51,2017
AVAMYS 27.5MCG/DOSE 120DOSES,120.00,$34.09,$46.71,$54.65,2017
AVASTIN 100MG 25MG/ML VIAL 4ML,1.00,"$1,306.39","$1,535.01","$1,795.96",2017
AVASTIN 400MG 25MG/ML VIAL 16ML,1.00,"$4,966.15","$5,711.08","$6,681.96",2017
AVODART 0.5MG 30CAPS,30.00,$106.40,$133.00,$155.61,2017
AVONEX 4X30MCG/ML VIAL,4.00,"$2,692.29","$3,096.13","$3,622.47",2017
AVONEX SOLUTION FOR INJECTION 30MCG/0.5ML 4PEN,4.00,"$3,186.15","$3,664.07","$4,286.96",2017
AZARGA 5ML,5.00,$49.42,$66.47,$77.77,2017
AZENIL 200MG 15ML,15.00,$14.66,$20.08,$23.49,2017
AZENIL 200MG 22.5ML,22.50,$21.98,$30.12,$35.24,2017
AZENIL 250MG 6CAPSULES,6.00,$17.76,$24.34,$28.48,2017
AZILECT 1MG 30TAB,30.00,$247.20,$290.46,$339.84,2017
AZITHROMYCIN TEVA 200MG/5ML 15ML,15.00,$14.66,$20.08,$23.49,2017
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.50,$21.98,$30.12,$35.24,2017
BACLOFEN SINTETICA 2 MG/ ML,1.00,$164.37,$205.46,$240.39,2017
BACLOSAL 10MG 50TAB,50.00,$15.35,$21.03,$24.60,2017
BACLOSAL 25MG 50TAB,50.00,$26.15,$35.83,$41.92,2017
BACTROBAN 15GR OINT,15.00,$18.64,$25.54,$29.88,2017
BACTROBAN NASAL 3GR,3.00,$23.43,$32.10,$37.56,2017
BARACLUDE 0.5 MG 30 F.C. TABS,30.00,"$1,695.51","$1,992.22","$2,330.90",2017
BARACLUDE 1 MG 30 F.C. TABS,30.00,"$1,833.23","$2,108.21","$2,466.61",2017
BASAGLAR 100 U/ML 5X3ML KWIK PEN,15.00,$195.23,$229.39,$268.39,2017
BASAGLAR CART 5X3ML,15.00,$200.19,$235.23,$275.22,2017
BEDODEKA 1MG/ML 100AMPX1ML,100.00,$226.94,$266.65,$311.99,2017
BEKUNIS 45 DRAGEES,45.00,$18.50,$25.34,$29.65,2017
BELARA 1X21TAB,21.00,$30.13,$41.28,$48.30,2017
BELARA 3X21TAB,63.00,$90.40,$121.59,$142.26,2017
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.125 ML(75IU),1.00,$102.82,$128.53,$150.38,2017
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.25 ML(150IU),1.00,$188.53,$235.66,$275.72,2017
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.375 ML(225IU),1.00,$288.44,$338.92,$396.53,2017
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.75 ML(450IU),1.00,$598.52,$703.26,$822.81,2017
BEMFOLA 600IU/ML 1 PREFILLED PEN 0.5ML(300IU),1.00,$394.31,$463.31,$542.07,2017
BENEFIX 1000IU/VIAL I.V 1 VIAL,1.00,"$2,625.20","$3,018.98","$3,532.21",2017
BENEFIX 2000IU/VIAL I.V 1 VIAL,1.00,"$5,611.42","$6,453.14","$7,550.17",2017
BENEFIX 500 IU/VIAL I.V 1 VIAL,1.00,"$1,317.55","$1,548.13","$1,811.31",2017
BENLYSTA 1X120MG POWD FOR CONCENTRATE FOR INF VIAL 5ML,1.00,$607.46,$713.77,$835.11,2017
BENLYSTA 1X400MG PWD FOR CONCENTRATE FOR INF VIAL 20ML,1.00,"$1,985.83","$2,283.71","$2,671.94",2017
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF,1.00,"$2,211.35","$2,543.05","$2,975.37",2017
BETACAP 0.1% 100ML,100.00,$31.94,$43.76,$51.20,2017
BETACORTEN CREAM 15G,15.00,$5.50,$7.54,$8.82,2017
BETACORTEN G CR 15GR,15.00,$33.41,$45.77,$53.55,2017
BETACORTEN G OINT15G,15.00,$33.41,$45.77,$53.55,2017
BETACORTEN OINT 15GR,15.00,$5.23,$7.17,$8.38,2017
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30.00,$9.76,$13.37,$15.64,2017
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15.00,"$3,016.03","$3,468.44","$4,058.07",2017
BETAHISTINE TEVA 16MG 30TAB,30.00,$9.74,$13.34,$15.60,2017
BETAREN 100MG 10 S.R.TAB,10.00,$7.18,$9.83,$11.50,2017
BETAREN 100MG 20 S.R.TAB,20.00,$12.39,$16.98,$19.87,2017
BETISTINE 16MG 30TAB,30.00,$9.74,$13.34,$15.60,2017
BETMIGA 25MG 30 P.R.TAB,30.00,$158.02,$197.52,$231.10,2017
BETMIGA 50MG 30  P.R.TAB,30.00,$154.65,$193.31,$226.17,2017
BETNESOL 0.50MG 30TAB,30.00,$9.20,$12.60,$14.75,2017
BETNOVATE CREAM 15G,15.00,$5.50,$7.54,$8.82,2017
BETNOVATE OINT 15G,15.00,$5.23,$7.17,$8.38,2017
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30.00,$9.76,$13.37,$15.64,2017
BETOPTIC S 5ML 0.25%,5.00,$15.66,$21.45,$25.10,2017
BEXSERO 1X0.5ML SYRINGE,1.00,$316.04,$371.34,$434.47,2017
BEZAFIBRATE 400MG 30 SR TAB,30.00,$22.54,$30.88,$36.13,2017
BICALUTAMIDE INOVAMED 150 MG 28 F.C.TAB,28.00,$332.07,$390.18,$456.52,2017
BICALUTAMIDE INOVAMED 50 MG 28 F.C.TAB,28.00,$138.78,$173.48,$202.97,2017
BICALUTAMIDE TEVA 150MG 30TAB,30.00,$355.79,$418.05,$489.12,2017
BICALUTAMIDE TEVA 50MG 30TAB,30.00,$148.70,$185.87,$217.47,2017
BICAMIDE 150MG 30F.C TAB,30.00,$355.79,$418.05,$489.12,2017
BINOCRIT 10000 I.U/0.1 ML 6 SYRINGE PREFILLED,6.00,"$1,593.99","$1,872.93","$2,191.33",2017
BINOCRIT 20000 I.U/0.5 ML 1 SYRINGE PREFILLED,1.00,$540.68,$635.30,$743.30,2017
BINOCRIT 3000 IU/0.3ML 6 SYRINGE PREFILLED,6.00,$516.71,$607.13,$710.34,2017
BINOCRIT 30000 I.U/0.75 ML 1 SYRINGE PREFILLED,1.00,$694.02,$815.48,$954.11,2017
BINOCRIT 4000 IU/0.4ML 6 SYRINGE PREFILLED,6.00,$663.37,$779.46,$911.96,2017
BINOCRIT 40000 I.U/1 ML 1 SYRINGE PREFILLED,1.00,$926.37,"$1,088.49","$1,273.53",2017
BINOCRIT 5000 IU/0.5ML 6 SYRINGE PREFILLED,6.00,$827.26,$972.03,"$1,137.28",2017
BINOCRIT 6000 IU/0.6ML 6 SYRINGE PREFILLED,6.00,$991.10,"$1,164.55","$1,362.52",2017
BINOCRIT 8000 I.U/0.8 ML 6 SYRINGE PREFILLED,6.00,"$1,318.85","$1,549.65","$1,813.09",2017
BISOPROLOL INOVAMED 10 MG 30 F.C.TAB,30.00,$12.14,$16.63,$19.46,2017
BISOPROLOL INOVAMED 2.5 MG 30 F.C.TAB,30.00,$10.83,$14.84,$17.36,2017
BISOPROLOL INOVAMED 5 MG 30 F.C.TAB,30.00,$9.40,$12.88,$15.07,2017
BLASTOVIN 1VIAL 10MG/10ML,1.00,$36.36,$49.81,$58.28,2017
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS,10.00,$958.05,"$1,125.71","$1,317.08",2017
BLINCYTO 35 MCG/1VIAL,1.00,"$12,038.68","$13,844.49","$16,198.05",2017
BONDORMIN 0.25MG 10TAB,10.00,$9.60,$13.15,$15.39,2017
BONDORMIN 0.25MG 20TAB,20.00,$16.88,$23.13,$27.06,2017
BONEFOS 800MG 30TAB,30.00,$285.94,$335.97,$393.09,2017
BONSERIN 30MG 20TAB,20.00,$11.92,$16.33,$19.11,2017
BOOSTRIX POLIO (IPV) SYR. PREFILLED 0.5ML,1.00,$93.59,$125.88,$147.28,2017
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML,1.00,$69.99,$94.14,$110.15,2017
BOSULIF 100MG 28 F.C.TAB,28.00,"$3,248.74","$3,736.05","$4,371.18",2017
BOSULIF 500MG 28 F.C.TAB,28.00,"$14,441.02","$16,607.17","$19,430.39",2017
BOTOX 100 1VIAL,1.00,$772.31,$907.46,"$1,061.73",2017
BOTOX 200 U/VIAL,1.00,"$2,673.41","$3,074.42","$3,597.07",2017
BOTOX 50 UNITS VIAL 5ML,1.00,$385.80,$453.31,$530.38,2017
BRAVELLE 75IU 10AMP,10.00,$652.87,$767.13,$897.54,2017
BREAKYL 1200 MCG 28 SACHETS (BUCCAL FILM),28.00,$687.26,$807.53,$944.81,2017
BREAKYL 200 MCG 10 SACHETS (BUCCAL FILM),10.00,$237.07,$278.56,$325.91,2017
BREAKYL 200 MCG 28 SACHETS (BUCCAL FILM),28.00,$663.80,$779.96,$912.56,2017
BREAKYL 400 MCG 28 SACHETS (BUCCAL FILM),28.00,$687.26,$807.53,$944.81,2017
BREAKYL 600 MCG 28 SACHETS (BUCCAL FILM),28.00,$687.26,$807.53,$944.81,2017
BREAKYL 800 MCG 28 SACHETS (BUCCAL FILM),28.00,$652.72,$766.95,$897.33,2017
BREXIN 20MG 20TAB,20.00,$21.72,$29.76,$34.81,2017
BRICALIN TURBUHALER 200DOSES,200.00,$33.66,$46.11,$53.95,2017
BRIDION 10X2ML VIALS,10.00,"$3,278.03","$3,769.73","$4,410.59",2017
BRILINTA 60 MG 56 TAB,56.00,$257.80,$302.92,$354.41,2017
BRILINTA 90MG 168 TAB,168.00,$765.32,$899.26,"$1,052.13",2017
BRILINTA 90MG 56TAB,56.00,$255.11,$299.75,$350.71,2017
BRINTELLIX 10MG 28 F.C.TAB,28.00,$111.36,$139.20,$162.86,2017
BRINTELLIX 20MG 28 F.C.TAB,28.00,$174.12,$217.65,$254.65,2017
BRINTELLIX 5MG 28 F.C.TAB,28.00,$54.39,$73.16,$85.60,2017
BROTIZOLAM TEVA 0.25 MG 20TAB,20.00,$16.88,$23.13,$27.06,2017
BROTIZOLAM-TEVA 0.25MG 10TAB,10.00,$9.60,$13.15,$15.39,2017
BUCCOLAM 10 MG SYRINGE PREFILLED 4X2ML,4.00,$345.54,$406.01,$475.03,2017
BUCCOLAM 2.5 MG SYRINGE PREFILLED 4X0.5ML,4.00,$345.54,$406.01,$475.03,2017
BUCCOLAM 5 MG SYRINGE PREFILLED 4X1ML,4.00,$345.54,$406.01,$475.03,2017
BUCCOLAM 7.5 MG SYRINGE PREFILLED 4X1.5ML,4.00,$345.54,$406.01,$475.03,2017
BUDESON 3MG 100CAPS,100.00,$308.34,$362.30,$423.89,2017
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS,20.00,$55.22,$74.28,$86.90,2017
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS,20.00,$86.18,$115.92,$135.62,2017
BUDICORT RESP1MG/2ML 20UNITS,20.00,$86.18,$115.92,$135.62,2017
BUDICORT RESPULES 0.5MG/2ML 20UNITS,20.00,$55.22,$74.28,$86.90,2017
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES,200.00,$47.34,$63.67,$74.50,2017
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES,100.00,$45.95,$61.80,$72.31,2017
BUTRANS  20MG 2PATCHES,2.00,$140.74,$175.93,$205.84,2017
BUTRANS 10MG 2PATCHES,2.00,$82.78,$111.33,$130.26,2017
BUTRANS 5MG 2PATCHES,2.00,$49.07,$66.00,$77.22,2017
BYDUREON 2 MG 4 PREFILLED PENS,4.00,$365.74,$429.74,$502.80,2017
BYETTA 10MCG 2.4ML,1.00,$368.31,$432.76,$506.33,2017
BYETTA 5MCG 1.2ML,1.00,$352.96,$414.73,$485.24,2017
CABOTRIM 0.5MG 2TAB,2.00,$32.22,$44.14,$51.65,2017
CABOTRIM 0.5MG 8TAB,8.00,$128.88,$161.10,$188.49,2017
"CABOTRIM 1MG 30TAB
CABOTRIM 1MG 30TAB",30.00,$60.18,$80.94,$94.70,2017
CABOTRIM 2MG 30TAB,30.00,$120.35,$150.44,$176.02,2017
CADEX 1MG 30TAB,30.00,$10.66,$14.60,$17.09,2017
CADEX 2MG 30CAPL,30.00,$11.04,$15.12,$17.70,2017
CADEX 4MG 30CAPL,30.00,$17.06,$23.37,$27.34,2017
CAELYX 2MG/ML 25ML,1.00,"$2,590.00","$2,978.50","$3,484.85",2017
CAELYX 2MG/ML VIAL 10ML,1.00,"$1,639.62","$1,926.56","$2,254.07",2017
"CALCIUMFOLINAT ""EBEWE"" 10MG/ML VIAL 800MG/80ML",80.00,$278.97,$327.79,$383.51,2017
CAMPTO 100MG/5ML IV SOL FOR INF,1.00,$348.61,$409.61,$479.25,2017
CAMPTO 300MG IV SOL FOR INF,1.00,"$1,023.38","$1,202.47","$1,406.88",2017
CAMPTO 40MG/2ML IV SOL FOR INF,1.00,$140.81,$176.02,$205.94,2017
CANCIDAS 50MG/VIAL,1.00,"$1,831.80","$2,106.57","$2,464.68",2017
CANCIDAS 70MG/VIAL,1.00,"$2,327.85","$2,677.03","$3,132.12",2017
"CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG, 30TAB",30.00,$24.34,$33.34,$39.01,2017
CANDOR 16MG 28TAB,28.00,$21.66,$29.68,$34.72,2017
CANDOR 8MG 28TAB,28.00,$15.87,$21.74,$25.43,2017
CANDOR PLUS 16MG/12.5MG 28TAB,28.00,$22.71,$31.12,$36.41,2017
CAPECITABINE INOVAMED 500 MG 120 F.C.TAB,120.00,$633.28,$744.10,$870.60,2017
CAPECITABINE TEVA 150MG 60TAB,60.00,$99.43,$124.28,$145.41,2017
CAPECITABINE TEVA 500MG 12X10TAB,120.00,$633.28,$744.10,$870.60,2017
CAPRELSA 100 MG 30TAB,30.00,"$7,003.36","$8,053.86","$9,423.02",2017
CARBAGLU 200MG 5 DISP.TAB,5.00,"$1,436.56","$1,687.96","$1,974.91",2017
CARBAGLU 200MG 60 DISP.TAB,60.00,"$17,238.76","$19,824.57","$23,194.75",2017
"CARBOPLATIN ""EBEWE"" 150MG/15ML",1.00,$107.00,$133.75,$156.49,2017
"CARBOPLATIN ""EBEWE"" 450MG/45ML",1.00,$293.23,$344.55,$403.12,2017
CARBOPLATIN 150MG/15ML VIAL,1.00,$107.00,$133.75,$156.49,2017
CARBOPLATIN 450MG/45ML VIAL,1.00,$293.23,$344.55,$403.12,2017
CARDILOC 1.25MG 30 F.C.TAB,30.00,$14.90,$20.41,$23.88,2017
CARDILOC 10MG 30TAB,30.00,$12.14,$16.63,$19.46,2017
CARDILOC 2.5MG 30TAB,30.00,$10.83,$14.84,$17.36,2017
CARDILOC 5MG 30TAB,30.00,$9.40,$12.88,$15.07,2017
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1.00,$410.11,$481.88,$563.80,2017
CARDORAL 4MG 30TAB,30.00,$17.06,$23.37,$27.34,2017
CARDOXIN FRTE 75MG 100TAB,100.00,$18.39,$25.19,$29.48,2017
CARVEDEXXON 12.5MG 30TAB,30.00,$13.97,$19.14,$22.39,2017
CARVEDEXXON 6.25MG 30TAB,30.00,$10.40,$14.25,$16.68,2017
CARVEDILOL TEVA 6.25MG 30TAB,30.00,$10.40,$14.25,$16.68,2017
CASODEX 150MG 28TAB,28.00,$332.07,$390.18,$456.52,2017
CASODEX 50MG 28TAB,28.00,$138.78,$173.48,$202.97,2017
CATAFLAM 50MG 10TAB,10.00,$8.29,$11.35,$13.28,2017
CAVERJECT 10MCG V+DS,1.00,$33.78,$46.27,$54.14,2017
CAVERJECT 20MCG V+DS,1.00,$46.26,$62.22,$72.80,2017
CAYSTON  75MG/VIAL 84 VIALS,84.00,"$9,469.73","$10,890.19","$12,741.52",2017
CEFALOR 500MG 10CAP,10.00,$15.89,$21.77,$25.47,2017
CEFAZOLIN SANDOZ 0.5GR 100VIAL,100.00,$728.39,$855.86,"$1,001.35",2017
CEFAZOLIN SANDOZ 0.5GR 10VIAL,10.00,$72.84,$97.97,$114.62,2017
CEFAZOLIN SANDOZ 0.5GR 1VIAL,1.00,$8.23,$11.27,$13.18,2017
CEFAZOLIN SANDOZ 0.5GR 25VIAL,25.00,$182.10,$227.62,$266.32,2017
CEFAZOLIN SANDOZ 0.5GR 50VIAL,50.00,$364.20,$427.93,$500.68,2017
CEFAZOLIN SANDOZ 0.5GR 5VIAL,5.00,$36.42,$49.89,$58.38,2017
CEFAZOLIN SANDOZ 1GR 100VIAL,100.00,$638.46,$750.19,$877.72,2017
CEFAZOLIN SANDOZ 1GR 10VIAL,10.00,$63.85,$85.87,$100.47,2017
CEFAZOLIN SANDOZ 1GR 1VIAL,1.00,$6.38,$8.75,$10.23,2017
CEFAZOLIN SANDOZ 1GR 25VIAL,25.00,$159.62,$199.52,$233.44,2017
CEFAZOLIN SANDOZ 1GR 50VIAL,50.00,$319.23,$375.10,$438.86,2017
CEFAZOLIN SANDOZ 1GR 5VIAL,5.00,$31.92,$43.73,$51.17,2017
CEFORAL FRTE SUSP 250,60.00,$11.90,$16.31,$19.08,2017
CEFOVIT 125 SUSP 60ML,60.00,$8.25,$11.30,$13.22,2017
CEFOVIT 250 SUSP 60ML,60.00,$11.90,$16.31,$19.08,2017
CEFOVIT 250MG 10CAPS,10.00,$5.07,$6.95,$8.13,2017
CEFOVIT FORTE 10CAPS,10.00,$9.31,$12.75,$14.91,2017
CEFTAZIDIME TEVA 1GR/VIAL,1.00,$23.29,$31.91,$37.34,2017
CEFTAZIDIME TEVA 2GR/VIAL,1.00,$46.57,$62.64,$73.29,2017
CEFURAX 250MG 10TAB,10.00,$14.11,$19.33,$22.62,2017
CEFURAX 500MG 10TAB,10.00,$26.31,$36.05,$42.17,2017
CELCOX 100MG 20CAPS,20.00,$12.15,$16.65,$19.48,2017
CELCOX 200MG 10CAPS,10.00,$17.99,$24.65,$28.84,2017
CELEBRA 100MG 20CAPS,20.00,$12.15,$16.65,$19.48,2017
CELEBRA 200MG 10CAPS,10.00,$17.99,$24.65,$28.84,2017
CELECOXIB TEVA 100MG 20TAB,20.00,$33.92,$46.47,$54.37,2017
CELESTONE CHRONODOSE 1ML AMP,1.00,$10.87,$14.89,$17.42,2017
CELLCEPT 250MG 100CAPS,100.00,$228.92,$268.98,$314.71,2017
CELLCEPT 500MG 50TAB,50.00,$220.95,$259.61,$303.74,2017
CELSENTRI 150MG 60TAB,60.00,"$3,015.38","$3,467.68","$4,057.19",2017
CELSENTRI 300MG 60TAB,60.00,"$3,015.38","$3,467.68","$4,057.19",2017
CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14.00,"$5,066.21","$5,826.14","$6,816.58",2017
CERAZETTE 0.075MG 1X28TAB,28.00,$14.11,$19.33,$22.62,2017
CERAZETTE 0.075MG 3X28TAB,84.00,$42.33,$56.93,$66.61,2017
CEREBONIN 120 MG 30F.C.TAB,30.00,$84.28,$113.36,$132.63,2017
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1.00,"$6,052.04","$6,959.84","$8,143.02",2017
CERTICAN 0.25MG 60 TAB,60.00,$450.01,$528.76,$618.65,2017
CERTICAN 0.50MG 60 TAB,60.00,$875.66,"$1,028.90","$1,203.81",2017
CERTICAN 0.75MG 60 TAB,60.00,"$1,308.53","$1,537.53","$1,798.91",2017
CERVARIX 0.5ML SYR,1.00,$333.25,$391.57,$458.14,2017
CETROTIDE 0.25MG 7AMP,7.00,"$1,001.19","$1,176.40","$1,376.39",2017
CHAMPIX 0.5MG 55TAB,55.00,$335.48,$394.19,$461.20,2017
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53.00,$355.25,$417.42,$488.39,2017
CHAMPIX 1MG 56TAB,56.00,$326.07,$383.13,$448.27,2017
